  simno it age mass belief forage env state info
   1   24   47 21.00 0.762 0.734    0    1 0.000000546354699
   1   24   48 21.00 0.715 0.744    0    1 0.000000785030406
   1   24   49 21.00 0.661 0.756    0    1 0.000001102869224
   1   24   50 22.00 0.744 0.771    0    1 0.000001501463606
   1   24   51 22.00 0.695 0.748    0    1 0.000000961397956
   1   24   52 23.00 0.773 0.762    0    1 0.000001345954316
   1   24   53 24.00 0.835 0.741    0    1 0.000000817200014
   1   24   54 24.00 0.800 0.726    0    1 0.000000453477521
   1   24   55 24.00 0.759 0.734    0    1 0.000000686305177
   1   24   56 25.00 0.825 0.745    0    1 0.000000986265091
   1   24   57 25.00 0.788 0.728    0    1 0.000000566264850
   1   24   58 25.00 0.745 0.738    0    1 0.000000822121261
   1   24   59 25.00 0.696 0.749    0    1 0.000001197343446
   1   24   60 25.00 0.639 0.764    0    1 0.000001703370767
   1   24   61 25.00 0.577 0.782    0    1 0.000002344627428
   1   24   62 25.00 0.508 0.803    0    1 0.000003061146937
   1   24   63 25.00 0.435 0.828    0    1 0.000003724522046
   1   24   64 25.00 0.361 0.859    0    1 0.000004187550985
   1   24   65 25.00 0.289 0.891    0    1 0.000003955630933
   1   24   66 26.00 0.376 0.922    0    1 0.000002983418606
   1   24   67 27.00 0.473 0.888    0    1 0.000004778239424
   1   24   68 27.00 0.398 0.848    0    1 0.000004840647568
   1   24   69 28.00 0.496 0.882    0    1 0.000005256879156
   1   24   70 28.00 0.423 0.838    0    1 0.000004934889829
   1   24   71 29.00 0.521 0.872    0    1 0.000005244646035
   1   24   72 30.00 0.619 0.832    0    1 0.000005593224466
   1   24   73 30.00 0.553 0.793    0    1 0.000004133366583
   1   24   74 30.00 0.481 0.821    0    1 0.000005605904574
   1   24   75 30.00 0.405 0.855    0    1 0.000007413984464
   1   24   76 30.00 0.327 0.901    0    1 0.000009895762658
   1   24   77 30.00 0.250 0.954    0    1 0.000011941578172
   1   24   78 31.00 0.331 1.000    0    1 0.000002705128295
   1   24   79 32.00 0.423 0.960    0    1 0.000013028729580
   1   24   80 32.00 0.345 0.889    0    1 0.000008711898110
   1   24   81 33.00 0.439 0.934    0    1 0.000007811428894
   1   24   82 34.00 0.538 0.891    0    1 0.000016119813889
   1   24   83 34.00 0.465 0.832    0    1 0.000010540156932
   1   24   84 35.00 0.564 0.880    0    1 0.000018343080813
   1   24   85 36.00 0.658 0.816    0    1 0.000007562828538
   1   24   86 37.00 0.742 0.776    0    1 0.000004717436180
   1   24   87 37.00 0.692 0.748    0    1 0.000002730439549
   1   24   88 38.00 0.770 0.766    0    1 0.000004491351235
   1   24   89 39.00 0.833 0.738    0    1 0.000002020090321
   1   24   90 39.00 0.798 0.722    0    1 0.000000708761219
   1   24   91 39.00 0.758 0.730    0    1 0.000001104996091
   1   24   92 40.00 0.824 0.738    0    1 0.000001661961299
   1   24   93 40.00 0.787 0.722    0    1 0.000000834769805
   1   24   94 40.00 0.745 0.732    0    1 0.000001292141536
   1   24   95 40.00 0.696 0.742    0    1 0.000001998881897
   1   24   96 40.00 0.641 0.754    0    1 0.000003156444981
   1   24   97 41.00 0.727 0.772    0    1 0.000005033384443
   1   24   98 42.00 0.799 0.744    0    1 0.000002210669261
   1   24   99 42.00 0.758 0.726    0    1 0.000000955149881
   1   24  100 43.00 0.824 0.734    0    1 0.000001312671759
   1   24  101 43.00 0.788 0.720    0    1   nan
   1   24  102 43.00 0.746 0.728    0    1   nan
   1   24  103 43.00 0.698 0.736    0    1   nan
   1   24  104 43.00 0.644 0.750    0    1   nan
   1   24  105 43.00 0.583 0.770    0    1   nan
   1   24  106 43.00 0.514 0.802    0    1   nan
   1   24  107 43.00 0.514   nan    0    2   nan
   1   25    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   25    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   25    3  3.00 0.690 0.778    0    1 0.000000578154265
   1   25    4  4.00 0.768 0.754    0    1 0.000000407145147
   1   25    5  5.00 0.832 0.738    0    1 0.000000253579176
   1   25    6  5.00 0.796 0.724    0    1 0.000000144358933
   1   25    7  6.00 0.854 0.732    0    1 0.000000212202841
   1   25    8  7.00 0.897 0.720    0    1 0.000000119964386
   1   25    9  7.00 0.874 0.712    0    1 0.000000059684189
   1   25   10  7.00 0.847 0.716    0    1 0.000000093875598
   1   25   11  7.00 0.814 0.722    0    1 0.000000134943314
   1   25   12  7.00 0.776 0.728    0    1 0.000000200307097
   1   25   13  8.00 0.838 0.736    0    1 0.000000283321609
   1   25   14  9.00 0.885 0.724    0    1 0.000000163664621
   1   25   15 10.00 0.920 0.714    0    1 0.000000083247204
   1   25   16 10.00 0.902 0.708    0    1 0.000000042574009
   1   25   17 10.00 0.880 0.710    0    1 0.000000071182096
   1   25   18 10.00 0.853 0.716    0    1 0.000000102922833
   1   25   19 11.00 0.897 0.720    0    1 0.000000152441435
   1   25   20 12.00 0.928 0.712    0    1 0.000000074745060
   1   25   21 12.00 0.912 0.706    0    1 0.000000038622609
   1   25   22 13.00 0.939 0.708    0    1 0.000000058220196
   1   25   23 13.00 0.925 0.704    0    1 0.000000031862843
   1   25   24 13.00 0.908 0.706    0    1 0.000000046492465
   1   25   25 14.00 0.936 0.710    0    1 0.000000068992572
   1   25   26 15.00 0.956 0.704    0    1 0.000000031230291
   1   25   27 15.00 0.946 0.700    0    1 0.000000018704016
   1   25   28 15.00 0.934 0.702    0    1 0.000000023244883
   1   25   29 16.00 0.955 0.704    0    1 0.000000042930289
   1   25   30 17.00 0.969 0.701    0    1 0.000000021197938
   1   25   31 18.00 0.979 0.698    0    1 0.000000008033431
   1   25   32 18.00 0.974 0.696    0    1 0.000000003832913
   1   25   33 19.00 0.983 0.698    0    1 0.000000006243140
   1   25   34 20.00 0.988 0.696    0    1 0.000000000026466
   1   25   35 20.00 0.985 0.696    0    1 0.000000005188254
   1   25   36 20.00 0.982 0.696    0    1 0.000000001554649
   1   25   37 20.00 0.978 0.696    0    1 0.000000000039658
   1   25   38 20.00 0.972 0.696    0    1 0.000000009015643
   1   25   39 21.00 0.981 0.698    0    1 0.000000007433450
   1   25   40 21.00 0.977 0.696    0    1 0.000000000205214
   1   25   41 22.00 0.984 0.696    0    1 0.000000010556629
   1   25   42 23.00 0.989 0.696    0    1 0.000000000588265
   1   25   43 24.00 0.993 0.695    0    1 0.000000002659057
   1   25   44 24.00 0.991 0.694    0    1 0.000000000000000
   1   25   45 25.00 0.994 0.694    0    1 0.000000000341890
   1   25   46 26.00 0.996 0.694    0    1 0.000000000000000
   1   25   47 26.00 0.995 0.694    0    1 0.000000000000000
   1   25   48 26.00 0.994 0.694    0    1 0.000000000000000
   1   25   49 26.00 0.992 0.694    0    1 0.000000000000000
   1   25   50 26.00 0.990 0.694    0    1 0.000000000000000
   1   25   51 26.00 0.988 0.694    0    1 0.000000000075440
   1   25   52 27.00 0.992 0.694    0    1 0.000000003881634
   1   25   53 27.00 0.990 0.694    0    0 0.000000000000000
   1   26    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   26    2  1.00 0.431 0.804    0    1 0.000000725800000
   1   26    3  2.00 0.530 0.826    0    1 0.000000802531585
   1   26    4  3.00 0.627 0.796    0    1 0.000000712702124
   1   26    5  4.00 0.715 0.771    0    1 0.000000552230616
   1   26    6  5.00 0.789 0.750    0    1 0.000000371103748
   1   26    7  6.00 0.848 0.734    0    1 0.000000225600448
   1   26    8  7.00 0.893 0.722    0    1 0.000000125051832
   1   26    9  7.00 0.869 0.712    0    1 0.000000067702214
   1   26   10  8.00 0.908 0.717    0    1 0.000000097548148
   1   26   11  8.00 0.888 0.710    0    1 0.000000051778086
   1   26   12  8.00 0.863 0.714    0    1 0.000000078919185
   1   26   13  8.00 0.833 0.718    0    1 0.000000119488412
   1   26   14  8.00 0.798 0.724    0    1 0.000000170761691
   1   26   15  9.00 0.855 0.732    0    1 0.000000250716198
   1   26   16 10.00 0.898 0.720    0    1 0.000000139653297
   1   26   17 11.00 0.929 0.712    0    1 0.000000070008506
   1   26   18 11.00 0.913 0.706    0    1 0.000000036071451
   1   26   19 11.00 0.893 0.708    0    1 0.000000054294885
   1   26   20 12.00 0.926 0.712    0    0 0.000000084112047
   1   27    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   27    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   27    3  3.00 0.690 0.778    0    1 0.000000578154265
   1   27    4  4.00 0.768 0.754    0    1 0.000000407145147
   1   27    5  4.00 0.723 0.738    0    1 0.000000253579176
   1   27    6  4.00 0.671 0.748    0    1 0.000000351943355
   1   27    7  5.00 0.752 0.760    0    1 0.000000474454829
   1   27    8  6.00 0.819 0.742    0    1 0.000000303874299
   1   27    9  7.00 0.871 0.726    0    1 0.000000175394740
   1   27   10  8.00 0.910 0.716    0    1 0.000000094831160
   1   27   11  9.00 0.938 0.710    0    1 0.000000051085080
   1   27   12  9.00 0.923 0.704    0    1 0.000000024925763
   1   27   13 10.00 0.947 0.706    0    1 0.000000036604753
   1   27   14 10.00 0.935 0.702    0    1 0.000000017094709
   1   27   15 10.00 0.920 0.704    0    0 0.000000027798018
   1   28    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   28    2  1.00 0.431 0.804    0    1 0.000000725800000
   1   28    3  2.00 0.530 0.826    0    1 0.000000802531585
   1   28    4  2.00 0.462 0.796    0    1 0.000000712702124
   1   28    5  3.00 0.562 0.816    0    1 0.000000813051473
   1   28    6  4.00 0.656 0.788    0    1 0.000000695489762
   1   28    7  5.00 0.740 0.764    0    1 0.000000514117459
   1   28    8  5.00 0.691 0.744    0    1 0.000000333224414
   1   28    9  6.00 0.769 0.756    0    1 0.000000456289615
   1   28   10  7.00 0.832 0.738    0    1 0.000000284208765
   1   28   11  8.00 0.881 0.724    0    1 0.000000161867111
   1   28   12  8.00 0.855 0.714    0    1 0.000000089159478
   1   28   13  9.00 0.898 0.720    0    1 0.000000132004335
   1   28   14 10.00 0.929 0.712    0    1 0.000000066250038
   1   28   15 10.00 0.913 0.706    0    0 0.000000034198546
   1   29    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   29    2  1.00 0.431 0.804    0    1 0.000000725800000
   1   29    3  1.00 0.362 0.826    0    1 0.000000802531585
   1   29    4  1.00 0.295 0.848    0    1 0.000000807001108
   1   29    5  1.00 0.233 0.871    0    1 0.000000743185545
   1   29    6  2.00 0.312 0.896    0    1 0.000000609791008
   1   29    7  2.00 0.248 0.866    0    1 0.000000807888944
   1   29    8  3.00 0.329 0.890    0    1 0.000000677353230
   1   29    9  4.00 0.422 0.861    0    1 0.000000874231995
   1   29   10  5.00 0.521 0.830    0    1 0.000000954360509
   1   29   11  6.00 0.619 0.801    0    1 0.000000868178037
   1   29   12  6.00 0.556 0.774    0    1 0.000000676951509
   1   29   13  7.00 0.651 0.792    0    1 0.000000841479940
   1   29   14  8.00 0.735 0.766    0    1 0.000000624563630
   1   29   15  8.00 0.685 0.746    0    1 0.000000409236225
   1   29   16  9.00 0.764 0.758    0    0 0.000000558858323
   1   30    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   30    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   30    3  3.00 0.690 0.778    0    1 0.000000578154265
   1   30    4  3.00 0.634 0.754    0    1 0.000000407145147
   1   30    5  4.00 0.721 0.768    0    1 0.000000532682173
   1   30    6  4.00 0.669 0.748    0    1 0.000000354124361
   1   30    7  5.00 0.751 0.761    0    1 0.000000480659167
   1   30    8  6.00 0.818 0.742    0    1 0.000000306523423
   1   30    9  7.00 0.870 0.726    0    1 0.000000176598466
   1   30   10  8.00 0.909 0.716    0    1 0.000000096053197
   1   30   11  9.00 0.937 0.710    0    1 0.000000051420176
   1   30   12 10.00 0.957 0.704    0    1 0.000000024422073
   1   30   13 10.00 0.947 0.700    0    1 0.000000013990974
   1   30   14 10.00 0.935 0.702    0    1 0.000000017341295
   1   30   15 10.00 0.920 0.704    0    1 0.000000029212278
   1   30   16 11.00 0.945 0.708    0    1 0.000000043540954
   1   30   17 11.00 0.932 0.702    0    1 0.000000020367212
   1   30   18 11.00 0.916 0.704    0    1 0.000000035610199
   1   30   19 12.00 0.942 0.708    0    1 0.000000052010319
   1   30   20 12.00 0.929 0.704    0    1 0.000000029312167
   1   30   21 13.00 0.951 0.706    0    1 0.000000038311843
   1   30   22 13.00 0.940 0.702    0    1 0.000000016761618
   1   30   23 13.00 0.926 0.704    0    1 0.000000032226060
   1   30   24 13.00 0.909 0.706    0    1 0.000000047102526
   1   30   25 14.00 0.937 0.710    0    1 0.000000068502207
   1   30   26 14.00 0.922 0.704    0    1 0.000000031812598
   1   30   27 15.00 0.947 0.706    0    1 0.000000050802901
   1   30   28 16.00 0.964 0.702    0    1 0.000000022908470
   1   30   29 16.00 0.955 0.700    0    1 0.000000011698954
   1   30   30 17.00 0.969 0.701    0    1 0.000000020855298
   1   30   31 18.00 0.979 0.698    0    1 0.000000007928225
   1   30   32 19.00 0.986 0.696    0    1 0.000000003185485
   1   30   33 19.00 0.983 0.696    0    1 0.000000002075116
   1   30   34 20.00 0.988 0.696    0    1 0.000000000034042
   1   30   35 20.00 0.986 0.696    0    1 0.000000004957212
   1   30   36 21.00 0.990 0.696    0    1 0.000000001688870
   1   30   37 21.00 0.988 0.694    0    1 0.000000000963716
   1   30   38 21.00 0.985 0.696    0    1 0.000000005816152
   1   30   39 22.00 0.990 0.696    0    1 0.000000001273373
   1   30   40 22.00 0.987 0.694    0    1 0.000000001312637
   1   30   41 22.00 0.984 0.696    0    1 0.000000005349455
   1   30   42 22.00 0.981 0.696    0    1 0.000000000780572
   1   30   43 22.00 0.976 0.696    0    1 0.000000000331995
   1   30   44 23.00 0.984 0.696    0    1 0.000000011723891
   1   30   45 24.00 0.989 0.696    0    1 0.000000000364988
   1   30   46 24.00 0.986 0.695    0    1 0.000000003618687
   1   30   47 24.00 0.983 0.696    0    1 0.000000004055695
   1   30   48 24.00 0.979 0.696    0    1 0.000000000304685
   1   30   49 24.00 0.974 0.696    0    1 0.000000003639552
   1   30   50 24.00 0.968 0.698    0    1 0.000000008998043
   1   30   51 24.00 0.961 0.698    0    1 0.000000010954123
   1   30   52 24.00 0.951 0.700    0    1 0.000000015729877
   1   30   53 24.00 0.940 0.702    0    1 0.000000028862471
   1   30   54 24.00 0.926 0.704    0    1 0.000000057774088
   1   30   55 24.00 0.909 0.706    0    1 0.000000087194761
   1   30   56 25.00 0.937 0.710    0    1 0.000000127834598
   1   30   57 25.00 0.923 0.704    0    1 0.000000056965001
   1   30   58 25.00 0.905 0.706    0    0 0.000000091669867
   1   31    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   31    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   31    3  3.00 0.690 0.778    0    1 0.000000578154265
   1   31    4  4.00 0.768 0.754    0    1 0.000000407145147
   1   31    5  5.00 0.832 0.738    0    1 0.000000253579176
   1   31    6  5.00 0.796 0.724    0    1 0.000000144358933
   1   31    7  6.00 0.854 0.732    0    1 0.000000212202841
   1   31    8  7.00 0.897 0.720    0    1 0.000000119964386
   1   31    9  7.00 0.874 0.712    0    1 0.000000059684189
   1   31   10  8.00 0.912 0.716    0    1 0.000000093875598
   1   31   11  9.00 0.939 0.708    0    1 0.000000045724340
   1   31   12  9.00 0.925 0.704    0    1 0.000000025818646
   1   31   13 10.00 0.949 0.706    0    1 0.000000036466990
   1   31   14 10.00 0.937 0.702    0    1 0.000000016151978
   1   31   15 10.00 0.922 0.704    0    1 0.000000025187189
   1   31   16 10.00 0.904 0.706    0    1 0.000000040792777
   1   31   17 10.00 0.883 0.710    0    0 0.000000062048607
   1   32    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   32    2  1.00 0.431 0.804    0    1 0.000000725800000
   1   32    3  2.00 0.530 0.826    0    1 0.000000802531585
   1   32    4  3.00 0.627 0.796    0    1 0.000000712702124
   1   32    5  4.00 0.715 0.771    0    1 0.000000552230616
   1   32    6  4.00 0.662 0.750    0    1 0.000000371103748
   1   32    7  5.00 0.745 0.762    0    1 0.000000497300804
   1   32    8  6.00 0.813 0.743    0    1 0.000000323054963
   1   32    9  7.00 0.867 0.728    0    1 0.000000190766006
   1   32   10  8.00 0.907 0.718    0    1 0.000000105158567
   1   32   11  9.00 0.935 0.710    0    1 0.000000052965318
   1   32   12  9.00 0.921 0.704    0    1 0.000000025074084
   1   32   13  9.00 0.902 0.707    0    1 0.000000039786509
   1   32   14  9.00 0.881 0.710    0    1 0.000000065103589
   1   32   15  9.00 0.854 0.715    0    1 0.000000096330411
   1   32   16  9.00 0.823 0.720    0    1 0.000000141234496
   1   32   17  9.00 0.787 0.726    0    1 0.000000208340134
   1   32   18 10.00 0.846 0.734    0    1 0.000000296849632
   1   32   19 11.00 0.891 0.722    0    1 0.000000161170160
   1   32   20 11.00 0.867 0.713    0    1 0.000000091746816
   1   32   21 12.00 0.907 0.718    0    0 0.000000128647804
   1   33    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   33    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   33    3  3.00 0.690 0.778    0    1 0.000000578154265
   1   33    4  4.00 0.768 0.754    0    1 0.000000407145147
   1   33    5  5.00 0.832 0.738    0    1 0.000000253579176
   1   33    6  5.00 0.796 0.724    0    1 0.000000144358933
   1   33    7  6.00 0.854 0.732    0    1 0.000000212202841
   1   33    8  6.00 0.822 0.720    0    1 0.000000119964386
   1   33    9  6.00 0.786 0.726    0    1 0.000000175278533
   1   33   10  6.00 0.743 0.734    0    1 0.000000250040463
   1   33   11  7.00 0.812 0.744    0    1 0.000000348632896
   1   33   12  8.00 0.865 0.728    0    1 0.000000208535905
   1   33   13  9.00 0.906 0.718    0    1 0.000000117177102
   1   33   14  9.00 0.884 0.710    0    1 0.000000057048616
   1   33   15 10.00 0.919 0.714    0    1 0.000000086289940
   1   33   16 10.00 0.901 0.708    0    1 0.000000043910167
   1   33   17 11.00 0.931 0.711    0    1 0.000000070815425
   1   33   18 12.00 0.953 0.705    0    1 0.000000035625406
   1   33   19 12.00 0.942 0.702    0    1 0.000000016497244
   1   33   20 12.00 0.929 0.704    0    1 0.000000030094522
   1   33   21 12.00 0.912 0.706    0    1 0.000000038460089
   1   33   22 12.00 0.892 0.708    0    1 0.000000057771272
   1   33   23 13.00 0.925 0.712    0    1 0.000000094751698
   1   33   24 13.00 0.908 0.706    0    1 0.000000046618826
   1   33   25 13.00 0.887 0.710    0    1 0.000000068891017
   1   33   26 13.00 0.863 0.714    0    1 0.000000103448731
   1   33   27 13.00 0.833 0.718    0    1 0.000000160979980
   1   33   28 13.00 0.798 0.725    0    1 0.000000230199997
   1   33   29 13.00 0.757 0.732    0    1 0.000000342471348
   1   33   30 13.00 0.710 0.742    0    1 0.000000479032511
   1   33   31 13.00 0.656 0.754    0    1 0.000000662641797
   1   33   32 14.00 0.740 0.768    0    1 0.000000886635237
   1   33   33 14.00 0.690 0.746    0    1 0.000000581589937
   1   33   34 15.00 0.768 0.760    0    1 0.000000796934675
   1   33   35 16.00 0.832 0.740    0    1 0.000000495751908
   1   33   36 16.00 0.796 0.726    0    1 0.000000278079156
   1   33   37 16.00 0.755 0.734    0    1 0.000000408827240
   1   33   38 17.00 0.821 0.744    0    1 0.000000587605450
   1   33   39 17.00 0.784 0.728    0    1 0.000000336419222
   1   33   40 18.00 0.844 0.736    0    1 0.000000494814887
   1   33   41 19.00 0.890 0.724    0    1 0.000000273917531
   1   33   42 20.00 0.923 0.714    0    1 0.000000146004402
   1   33   43 20.00 0.906 0.706    0    1 0.000000069390826
   1   33   44 20.00 0.885 0.710    0    1 0.000000105877377
   1   33   45 21.00 0.920 0.714    0    1 0.000000166092466
   1   33   46 21.00 0.902 0.708    0    1 0.000000076418067
   1   33   47 21.00 0.880 0.710    0    1 0.000000140821638
   1   33   48 21.00 0.853 0.716    0    1 0.000000192236024
   1   33   49 21.00 0.822 0.722    0    1 0.000000298715235
   1   33   50 22.00 0.873 0.728    0    1 0.000000437381058
   1   33   51 22.00 0.845 0.717    0    1 0.000000232069593
   1   33   52 23.00 0.891 0.724    0    1 0.000000349310393
   1   33   53 23.00 0.866 0.714    0    1 0.000000182832679
   1   33   54 24.00 0.906 0.718    0    1 0.000000286957287
   1   33   55 24.00 0.885 0.710    0    1 0.000000131631578
   1   33   56 25.00 0.920 0.714    0    1 0.000000205489362
   1   33   57 26.00 0.945 0.708    0    1 0.000000093682275
   1   33   58 26.00 0.932 0.702    0    1 0.000000041244140
   1   33   59 26.00 0.917 0.704    0    1 0.000000077604408
   1   33   60 26.00 0.898 0.708    0    1 0.000000120906700
   1   33   61 27.00 0.929 0.712    0    1 0.000000171176268
   1   33   62 27.00 0.913 0.706    0    1 0.000000083181447
   1   33   63 27.00 0.893 0.708    0    1 0.000000129067618
   1   33   64 27.00 0.870 0.712    0    1 0.000000221138697
   1   33   65 28.00 0.909 0.718    0    1 0.000000311069913
   1   33   66 29.00 0.937 0.710    0    1 0.000000157012470
   1   33   67 30.00 0.957 0.704    0    1 0.000000067497692
   1   33   68 31.00 0.971 0.700    0    1 0.000000032595495
   1   33   69 31.00 0.964 0.698    0    1 0.000000011711226
   1   33   70 32.00 0.975 0.698    0    1 0.000000025757747
   1   33   71 32.00 0.970 0.697    0    1 0.000000012332430
   1   33   72 32.00 0.962 0.698    0    1 0.000000011680778
   1   33   73 33.00 0.974 0.698    0    1 0.000000026319320
   1   33   74 33.00 0.968 0.698    0    1 0.000000016760105
   1   33   75 34.00 0.979 0.698    0    1 0.000000011440707
   1   33   76 35.00 0.986 0.696    0    1 0.000000001164998
   1   33   77 35.00 0.982 0.696    0    1 0.000000007083948
   1   33   78 35.00 0.978 0.696    0    1 0.000000002543115
   1   33   79 35.00 0.972 0.696    0    1 0.000000001669935
   1   33   80 36.00 0.981 0.698    0    1 0.000000017296823
   1   33   81 36.00 0.977 0.696    0    1 0.000000002029603
   1   33   82 37.00 0.984 0.696    0    1 0.000000003395137
   1   33   83 37.00 0.981 0.696    0    1 0.000000006517673
   1   33   84 37.00 0.976 0.696    0    1 0.000000001172088
   1   33   85 38.00 0.984 0.696    0    1 0.000000004945954
   1   33   86 38.00 0.980 0.696    0    1 0.000000006156027
   1   33   87 39.00 0.986 0.696    0    1 0.000000001114580
   1   33   88 39.00 0.983 0.694    0    1 0.000000009481662
   1   33   89 40.00 0.989 0.696    0    1 0.000000005926898
   1   33   90 41.00 0.992 0.694    0    1 0.000000000525855
   1   33   91 42.00 0.995 0.694    0    1 0.000000000000000
   1   33   92 43.00 0.997 0.694    0    1 0.000000000000000
   1   33   93 44.00 0.998 0.694    0    1 0.000000000000000
   1   33   94 45.00 0.998 0.694    0    1   nan
   1   33   95 45.00 0.998 0.694    0    1   nan
   1   33   96 45.00 0.998 0.694    0    1   nan
   1   33   97 45.00 0.997 0.694    0    1   nan
   1   33   98 46.00 0.998 0.694    0    1   nan
   1   33   99 46.00 0.998   nan    0    2   nan
   1   34    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   34    2  1.00 0.431 0.804    0    1 0.000000725800000
   1   34    3  2.00 0.530 0.826    0    1 0.000000802531585
   1   34    4  3.00 0.627 0.796    0    1 0.000000712702124
   1   34    5  3.00 0.565 0.771    0    1 0.000000552230616
   1   34    6  3.00 0.499 0.788    0    1 0.000000692161857
   1   34    7  4.00 0.597 0.806    0    1 0.000000812907300
   1   34    8  5.00 0.688 0.780    0    1 0.000000655786069
   1   34    9  6.00 0.767 0.756    0    1 0.000000460905411
   1   34   10  7.00 0.831 0.738    0    1 0.000000286229243
   1   34   11  8.00 0.880 0.724    0    1 0.000000164404872
   1   34   12  8.00 0.854 0.714    0    1 0.000000090641134
   1   34   13  9.00 0.897 0.720    0    1 0.000000134681280
   1   34   14  9.00 0.874 0.712    0    1 0.000000066763177
   1   34   15 10.00 0.912 0.716    0    1 0.000000106079839
   1   34   16 11.00 0.939 0.708    0    1 0.000000051573668
   1   34   17 11.00 0.925 0.704    0    1 0.000000028661600
   1   34   18 11.00 0.908 0.706    0    1 0.000000041196797
   1   34   19 11.00 0.887 0.710    0    1 0.000000061472387
   1   34   20 11.00 0.862 0.714    0    1 0.000000092139972
   1   34   21 12.00 0.903 0.718    0    1 0.000000142199873
   1   34   22 12.00 0.882 0.710    0    1 0.000000073134899
   1   34   23 12.00 0.856 0.714    0    1 0.000000112789231
   1   34   24 13.00 0.899 0.720    0    1 0.000000163669609
   1   34   25 13.00 0.876 0.712    0    1 0.000000082888842
   1   34   26 14.00 0.913 0.716    0    1 0.000000130834671
   1   34   27 14.00 0.894 0.708    0    1 0.000000064768971
   1   34   28 15.00 0.926 0.712    0    1 0.000000099640955
   1   34   29 15.00 0.909 0.706    0    1 0.000000052505519
   1   34   30 15.00 0.889 0.710    0    1 0.000000076524824
   1   34   31 16.00 0.923 0.714    0    1 0.000000116755273
   1   34   32 17.00 0.947 0.706    0    1 0.000000056718919
   1   34   33 17.00 0.935 0.702    0    1 0.000000025285620
   1   34   34 17.00 0.919 0.704    0    1 0.000000045097430
   1   34   35 17.00 0.901 0.708    0    1 0.000000063936191
   1   34   36 18.00 0.931 0.711    0    1 0.000000108511017
   1   34   37 18.00 0.916 0.705    0    1 0.000000053221855
   1   34   38 18.00 0.897 0.708    0    1 0.000000079114136
   1   34   39 18.00 0.874 0.712    0    1 0.000000110540006
   1   34   40 19.00 0.912 0.716    0    1 0.000000183106665
   1   34   41 19.00 0.892 0.708    0    1 0.000000087821457
   1   34   42 20.00 0.925 0.712    0    1 0.000000150086750
   1   34   43 21.00 0.948 0.706    0    1 0.000000069349502
   1   34   44 21.00 0.936 0.702    0    1 0.000000029161840
   1   34   45 22.00 0.956 0.704    0    1 0.000000045543186
   1   34   46 22.00 0.946 0.700    0    1 0.000000026366438
   1   34   47 23.00 0.963 0.702    0    1 0.000000033187657
   1   34   48 23.00 0.955 0.700    0    1 0.000000016942264
   1   34   49 24.00 0.969 0.700    0    1 0.000000028735119
   1   34   50 24.00 0.962 0.698    0    1 0.000000010325003
   1   34   51 24.00 0.953 0.700    0    1 0.000000014571702
   1   34   52 24.00 0.942 0.701    0    1 0.000000029100096
   1   34   53 25.00 0.960 0.702    0    1 0.000000059497500
   1   34   54 26.00 0.973 0.700    0    1 0.000000016528325
   1   34   55 26.00 0.967 0.698    0    1 0.000000009785927
   1   34   56 27.00 0.977 0.698    0    1 0.000000014068784
   1   34   57 27.00 0.972 0.696    0    1 0.000000009444625
   1   34   58 28.00 0.981 0.698    0    1 0.000000008932301
   1   34   59 29.00 0.987 0.696    0    1 -0.000000000231249
   1   34   60 30.00 0.991 0.695    0    1 0.000000004316005
   1   34   61 31.00 0.994 0.694    0    1 -0.000000000060499
   1   34   62 31.00 0.993 0.694    0    1 0.000000000000000
   1   34   63 31.00 0.991 0.694    0    1 0.000000000000000
   1   34   64 31.00 0.989 0.694    0    1 -0.000000000091727
   1   34   65 31.00 0.986 0.694    0    1 0.000000001883109
   1   34   66 31.00 0.983 0.696    0    1 0.000000005344365
   1   34   67 32.00 0.989 0.696    0    1 0.000000002018333
   1   34   68 33.00 0.992 0.694    0    1 0.000000002509798
   1   34   69 34.00 0.995 0.694    0    1 0.000000000000000
   1   34   70 34.00 0.994 0.694    0    1 0.000000000000000
   1   34   71 34.00 0.992 0.694    0    1 0.000000000000000
   1   34   72 35.00 0.995 0.694    0    1 0.000000000000000
   1   34   73 35.00 0.993 0.694    0    1 0.000000000000000
   1   34   74 36.00 0.996 0.694    0    1 0.000000000000000
   1   34   75 37.00 0.997 0.694    0    1 0.000000000000000
   1   34   76 38.00 0.998 0.694    0    1 0.000000000000000
   1   34   77 38.00 0.997 0.694    0    1 0.000000000000000
   1   34   78 38.00 0.997 0.694    0    1 0.000000000000000
