  simno it age mass belief forage env state info
   1   81   52 21.00 0.696 0.786    0    1 0.000001776626889
   1   81   53 21.00 0.640 0.762    0    1 0.000001246042436
   1   81   54 22.00 0.726 0.778    0    1 0.000001663060229
   1   81   55 22.00 0.674 0.754    0    1 0.000001100735425
   1   81   56 22.00 0.615 0.768    0    1 0.000001517020476
   1   81   57 23.00 0.704 0.786    0    1 0.000002013748107
   1   81   58 24.00 0.780 0.760    0    1 0.000001365638198
   1   81   59 24.00 0.736 0.740    0    1 0.000000818546778
   1   81   60 24.00 0.685 0.752    0    1 0.000001184669755
   1   81   61 25.00 0.764 0.766    0    1 0.000001657911854
   1   81   62 25.00 0.718 0.744    0    1 0.000001012302428
   1   81   63 26.00 0.791 0.756    0    1 0.000001462983380
   1   81   64 27.00 0.850 0.738    0    1 0.000000850950236
   1   81   65 27.00 0.818 0.724    0    1 0.000000444420674
   1   81   66 28.00 0.870 0.730    0    1 0.000000667948058
   1   81   67 29.00 0.909 0.718    0    1 0.000000326399609
   1   81   68 29.00 0.888 0.710    0    1 0.000000163999641
   1   81   69 29.00 0.864 0.714    0    1 0.000000254464739
   1   81   70 30.00 0.904 0.718    0    1 0.000000428850135
   1   81   71 31.00 0.934 0.710    0    1 0.000000182007736
   1   81   72 32.00 0.955 0.704    0    1 0.000000084973174
   1   81   73 33.00 0.969 0.700    0    1 0.000000036689805
   1   81   74 34.00 0.979 0.698    0    1 0.000000012355144
   1   81   75 34.00 0.974 0.696    0    1 0.000000000710089
   1   81   76 35.00 0.983 0.696    0    1 0.000000013644820
   1   81   77 36.00 0.988 0.696    0    1 0.000000003092469
   1   81   78 36.00 0.985 0.694    0    1 0.000000002240516
   1   81   79 36.00 0.982 0.696    0    1 0.000000007448338
   1   81   80 37.00 0.988 0.696    0    1 0.000000002722614
   1   81   81 37.00 0.985 0.694    0    1 0.000000003127505
   1   81   82 37.00 0.981 0.696    0    1 0.000000007205650
   1   81   83 38.00 0.987 0.696    0    1 0.000000001994863
   1   81   84 38.00 0.984 0.694    0    1 0.000000004753063
   1   81   85 39.00 0.989 0.696    0    1 0.000000007199280
   1   81   86 40.00 0.993 0.694    0    1 0.000000000263865
   1   81   87 41.00 0.995 0.694    0    1 0.000000000000000
   1   81   88 42.00 0.997 0.694    0    1 0.000000000000000
   1   81   89 42.00 0.996 0.694    0    1 0.000000000000000
   1   81   90 43.00 0.997 0.694    0    1 0.000000000000000
   1   81   91 43.00 0.997 0.694    0    0 0.000000000000000
   1   82    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   82    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   82    3  3.00 0.690 0.778    0    1 0.000000578154265
   1   82    4  3.00 0.634 0.754    0    1 0.000000407145147
   1   82    5  3.00 0.573 0.768    0    1 0.000000532682173
   1   82    6  4.00 0.666 0.785    0    1 0.000000675276437
   1   82    7  5.00 0.749 0.762    0    1 0.000000487655455
   1   82    8  6.00 0.816 0.742    0    1 0.000000310691173
   1   82    9  7.00 0.869 0.728    0    1 0.000000180280841
   1   82   10  8.00 0.908 0.717    0    1 0.000000097811514
   1   82   11  8.00 0.887 0.710    0    1 0.000000051840164
   1   82   12  9.00 0.922 0.714    0    1 0.000000078423655
   1   82   13  9.00 0.904 0.706    0    1 0.000000038721341
   1   82   14 10.00 0.933 0.710    0    1 0.000000059580028
   1   82   15 11.00 0.954 0.704    0    1 0.000000031791990
   1   82   16 11.00 0.944 0.702    0    1 0.000000016567116
   1   82   17 12.00 0.962 0.702    0    1 0.000000022051273
   1   82   18 13.00 0.974 0.700    0    1 0.000000008510008
   1   82   19 13.00 0.968 0.698    0    1 0.000000004528776
   1   82   20 14.00 0.978 0.698    0    1 0.000000007862664
   1   82   21 14.00 0.973 0.696    0    1 0.000000006388527
   1   82   22 15.00 0.982 0.698    0    1 0.000000005185916
   1   82   23 15.00 0.977 0.696    0    1 0.000000000107289
   1   82   24 15.00 0.972 0.696    0    1 0.000000007896091
   1   82   25 15.00 0.965 0.698    0    1 0.000000005954220
   1   82   26 15.00 0.957 0.700    0    1 0.000000013190848
   1   82   27 16.00 0.971 0.700    0    1 0.000000018412405
   1   82   28 16.00 0.964 0.698    0    1 0.000000006919462
   1   82   29 17.00 0.975 0.700    0    1 0.000000011845721
   1   82   30 17.00 0.970 0.697    0    1 0.000000008970596
   1   82   31 17.00 0.962 0.698    0    1 0.000000007849539
   1   82   32 17.00 0.954 0.700    0    1 0.000000011182071
   1   82   33 18.00 0.968 0.702    0    1 0.000000022285597
   1   82   34 18.00 0.961 0.698    0    1 0.000000008741761
   1   82   35 19.00 0.973 0.700    0    1 0.000000012105924
   1   82   36 20.00 0.982 0.698    0    1 0.000000006538415
   1   82   37 20.00 0.978 0.696    0    1 0.000000000003428
   1   82   38 21.00 0.985 0.696    0    1 0.000000008643992
   1   82   39 21.00 0.981 0.696    0    1 0.000000001296864
   1   82   40 22.00 0.987 0.696    0    1 0.000000000153026
   1   82   41 23.00 0.992 0.696    0    1 0.000000005361742
   1   82   42 23.00 0.990 0.694    0    1 0.000000000198263
   1   82   43 23.00 0.987 0.694    0    1 0.000000002285622
   1   82   44 23.00 0.984 0.696    0    1 0.000000004743624
   1   82   45 24.00 0.989 0.696    0    1 0.000000000372128
   1   82   46 25.00 0.993 0.695    0    1 0.000000003542535
   1   82   47 25.00 0.991 0.694    0    1 0.000000000000000
   1   82   48 25.00 0.989 0.694    0    1 0.000000000053781
   1   82   49 26.00 0.992 0.694    0    1 0.000000002755162
   1   82   50 26.00 0.991 0.694    0    1 0.000000000000000
   1   82   51 27.00 0.994 0.694    0    1 0.000000000070241
   1   82   52 28.00 0.996 0.694    0    1 0.000000000000000
   1   82   53 29.00 0.997 0.694    0    1 0.000000000000000
   1   82   54 29.00 0.996 0.694    0    1 0.000000000000000
   1   82   55 29.00 0.996 0.694    0    1 0.000000000000000
   1   82   56 30.00 0.997 0.694    0    1 0.000000000000000
   1   82   57 30.00 0.996 0.694    0    1 0.000000000000000
   1   82   58 31.00 0.998 0.694    0    1 0.000000000000000
   1   82   59 32.00 0.998 0.694    0    1 0.000000000000000
   1   82   60 32.00 0.998 0.694    0    1   nan
   1   82   61 32.00 0.997 0.694    0    1 0.000000000000000
   1   82   62 32.00 0.997 0.694    0    1 0.000000000000000
   1   82   63 32.00 0.996 0.694    0    1 0.000000000000000
   1   82   64 32.00 0.995 0.694    0    1 0.000000000000000
   1   82   65 32.00 0.994 0.694    0    1 0.000000000000000
   1   82   66 32.00 0.992 0.694    0    1 0.000000000000000
   1   82   67 32.00 0.991 0.694    0    1 0.000000000000000
   1   82   68 32.00 0.988 0.694    0    1 -0.000000000207259
   1   82   69 33.00 0.992 0.694    0    1 0.000000002822513
   1   82   70 34.00 0.995 0.694    0    1 0.000000000000000
   1   82   71 34.00 0.993 0.694    0    1 0.000000000000000
   1   82   72 34.00 0.992 0.694    0    1 0.000000000000000
   1   82   73 34.00 0.990 0.694    0    1 -0.000000000028731
   1   82   74 35.00 0.993 0.694    0    1 -0.000000000366190
   1   82   75 35.00 0.992 0.694    0    1 0.000000000000000
   1   82   76 35.00 0.990 0.694    0    1 -0.000000000122874
   1   82   77 35.00 0.987 0.694    0    1 0.000000000168934
   1   82   78 36.00 0.991 0.695    0    1 0.000000005234206
   1   82   79 37.00 0.994 0.694    0    1 -0.000000000250234
   1   82   80 38.00 0.996 0.694    0    1 0.000000000000000
   1   82   81 38.00 0.995 0.694    0    1 0.000000000000000
   1   82   82 39.00 0.997 0.694    0    1 0.000000000000000
   1   82   83 39.00 0.996 0.694    0    1 0.000000000000000
   1   82   84 39.00 0.995 0.694    0    1 0.000000000000000
   1   82   85 39.00 0.994 0.694    0    1 0.000000000000000
   1   82   86 40.00 0.996 0.694    0    1 0.000000000000000
   1   82   87 41.00 0.997 0.694    0    1 0.000000000000000
   1   82   88 41.00 0.996 0.694    0    1 0.000000000000000
   1   82   89 42.00 0.998 0.694    0    1 0.000000000000000
   1   82   90 43.00 0.998 0.694    0    1 0.000000000000000
   1   82   91 43.00 0.998 0.694    0    1   nan
   1   82   92 43.00 0.998 0.694    0    1   nan
   1   82   93 44.00 0.998 0.694    0    1 0.000000000000000
   1   82   94 45.00 0.999 0.694    0    1   nan
   1   82   95 45.00 0.999 0.694    0    1   nan
   1   82   96 45.00 0.998 0.694    0    1   nan
   1   82   97 45.00 0.998 0.694    0    1   nan
   1   82   98 46.00 0.999 0.694    0    1   nan
   1   82   99 46.00 0.999   nan    0    2   nan
   1   83    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   83    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   83    3  3.00 0.690 0.778    0    1 0.000000578154265
   1   83    4  3.00 0.634 0.754    0    1 0.000000407145147
   1   83    5  4.00 0.721 0.768    0    1 0.000000532682173
   1   83    6  5.00 0.794 0.748    0    1 0.000000354124361
   1   83    7  6.00 0.852 0.732    0    1 0.000000211992150
   1   83    8  6.00 0.820 0.720    0    1 0.000000122226947
   1   83    9  7.00 0.872 0.726    0    1 0.000000174848210
   1   83   10  8.00 0.910 0.716    0    1 0.000000094037090
   1   83   11  8.00 0.890 0.710    0    1 0.000000050204779
   1   83   12  9.00 0.924 0.714    0    1 0.000000079775908
   1   83   13  9.00 0.906 0.706    0    1 0.000000036317956
   1   83   14 10.00 0.935 0.710    0    1 0.000000056394441
   1   83   15 10.00 0.920 0.704    0    0 0.000000027605455
   1   84    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   84    2  1.00 0.431 0.804    0    1 0.000000725800000
   1   84    3  2.00 0.530 0.826    0    1 0.000000802531585
   1   84    4  3.00 0.627 0.796    0    1 0.000000712702124
   1   84    5  3.00 0.565 0.771    0    1 0.000000552230616
   1   84    6  3.00 0.499 0.788    0    1 0.000000692161857
   1   84    7  4.00 0.597 0.806    0    1 0.000000812907300
   1   84    8  4.00 0.532 0.780    0    1 0.000000655786069
   1   84    9  5.00 0.629 0.798    0    0 0.000000796648746
   1   85    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   85    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   85    3  2.00 0.534 0.778    0    1 0.000000578154265
   1   85    4  3.00 0.631 0.796    0    1 0.000000707350527
   1   85    5  4.00 0.718 0.770    0    1 0.000000541039817
   1   85    6  5.00 0.792 0.750    0    1 0.000000363930050
   1   85    7  6.00 0.850 0.732    0    1 0.000000217350734
   1   85    8  7.00 0.894 0.720    0    1 0.000000123578522
   1   85    9  7.00 0.871 0.712    0    1 0.000000064118063
   1   85   10  8.00 0.910 0.716    0    1 0.000000095272098
   1   85   11  8.00 0.889 0.710    0    1 0.000000051205963
   1   85   12  9.00 0.923 0.714    0    1 0.000000079987077
   1   85   13  9.00 0.905 0.706    0    1 0.000000037210431
   1   85   14  9.00 0.884 0.710    0    1 0.000000057330316
   1   85   15  9.00 0.859 0.714    0    1 0.000000087556443
   1   85   16 10.00 0.901 0.720    0    1 0.000000125303945
   1   85   17 10.00 0.878 0.711    0    1 0.000000070482585
   1   85   18 10.00 0.852 0.716    0    1 0.000000102587353
   1   85   19 11.00 0.895 0.720    0    1 0.000000155491623
   1   85   20 11.00 0.872 0.712    0    0 0.000000076744269
   1   86    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   86    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   86    3  3.00 0.690 0.778    0    1 0.000000578154265
   1   86    4  4.00 0.768 0.754    0    1 0.000000407145147
   1   86    5  5.00 0.832 0.738    0    1 0.000000253579176
   1   86    6  5.00 0.796 0.724    0    1 0.000000144358933
   1   86    7  6.00 0.854 0.732    0    1 0.000000212202841
   1   86    8  6.00 0.822 0.720    0    1 0.000000119964386
   1   86    9  7.00 0.874 0.726    0    1 0.000000175278533
   1   86   10  7.00 0.846 0.716    0    1 0.000000093961929
   1   86   11  7.00 0.813 0.722    0    1 0.000000136046336
   1   86   12  8.00 0.867 0.728    0    1 0.000000202659535
   1   86   13  8.00 0.838 0.718    0    1 0.000000111669800
   1   86   14  8.00 0.804 0.724    0    1 0.000000163282983
   1   86   15  9.00 0.859 0.730    0    1 0.000000232100449
   1   86   16  9.00 0.829 0.720    0    1 0.000000124294861
   1   86   17  9.00 0.793 0.725    0    1 0.000000188496061
   1   86   18  9.00 0.751 0.733    0    1 0.000000272134214
   1   86   19  9.00 0.703 0.743    0    1 0.000000389903856
   1   86   20 10.00 0.779 0.754    0    1 0.000000535198039
   1   86   21 10.00 0.735 0.737    0    1 0.000000328718772
   1   86   22 10.00 0.685 0.747    0    1 0.000000462254804
   1   86   23 11.00 0.764 0.759    0    1 0.000000634363738
   1   86   24 11.00 0.718 0.740    0    1 0.000000393832238
   1   86   25 11.00 0.665 0.752    0    1 0.000000556177548
   1   86   26 12.00 0.748 0.764    0    1 0.000000748535307
   1   86   27 12.00 0.699 0.744    0    1 0.000000478701643
   1   86   28 13.00 0.776 0.756    0    1 0.000000662273201
   1   86   29 14.00 0.838 0.738    0    1 0.000000409673627
   1   86   30 15.00 0.885 0.724    0    1 0.000000234129214
   1   86   31 15.00 0.860 0.714    0    1 0.000000118692210
   1   86   32 15.00 0.830 0.720    0    1 0.000000172565803
   1   86   33 16.00 0.879 0.726    0    1 0.000000268340369
   1   86   34 17.00 0.916 0.716    0    1 0.000000143554127
   1   86   35 18.00 0.942 0.708    0    1 0.000000074984366
   1   86   36 19.00 0.960 0.704    0    1 0.000000041765349
   1   86   37 19.00 0.951 0.700    0    1 0.000000013125341
   1   86   38 19.00 0.939 0.702    0    1 0.000000023330559
   1   86   39 20.00 0.959 0.704    0    1 0.000000044141744
   1   86   40 21.00 0.972 0.700    0    1 0.000000020308673
   1   86   41 21.00 0.965 0.698    0    1 0.000000007797167
   1   86   42 21.00 0.957 0.700    0    1 0.000000018516471
   1   86   43 22.00 0.971 0.700    0    1 0.000000024819120
   1   86   44 22.00 0.964 0.698    0    1 0.000000008860550
   1   86   45 22.00 0.955 0.700    0    1 0.000000016604117
   1   86   46 23.00 0.970 0.701    0    1 0.000000028183113
   1   86   47 24.00 0.979 0.698    0    1 0.000000009857338
   1   86   48 24.00 0.974 0.696    0    1 0.000000002835913
   1   86   49 24.00 0.968 0.698    0    1 0.000000009417571
   1   86   50 24.00 0.961 0.698    0    1 0.000000010779925
   1   86   51 25.00 0.973 0.700    0    1 0.000000015409247
   1   86   52 26.00 0.982 0.698    0    1 0.000000009662765
   1   86   53 26.00 0.978 0.696    0    1 0.000000000031190
   1   86   54 26.00 0.972 0.696    0    1 0.000000008887080
   1   86   55 27.00 0.981 0.698    0    1 0.000000009080229
   1   86   56 28.00 0.987 0.696    0    1 -0.000000000051927
   1   86   57 28.00 0.984 0.695    0    1 0.000000004183770
   1   86   58 29.00 0.990 0.696    0    1 0.000000002348406
   1   86   59 29.00 0.987 0.694    0    1 0.000000000905912
   1   86   60 30.00 0.991 0.695    0    1 0.000000004406489
   1   86   61 31.00 0.994 0.694    0    1 -0.000000000075786
   1   86   62 32.00 0.996 0.694    0    1 0.000000000000000
   1   86   63 33.00 0.997 0.694    0    1 0.000000000000000
   1   86   64 34.00 0.998 0.694    0    1 0.000000000000000
   1   86   65 35.00 0.999 0.694    0    1   nan
   1   86   66 35.00 0.999 0.694    0    1   nan
   1   86   67 35.00 0.998 0.694    0    0   nan
   1   87    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   87    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   87    3  2.00 0.534 0.778    0    1 0.000000578154265
   1   87    4  3.00 0.631 0.796    0    1 0.000000707350527
   1   87    5  3.00 0.569 0.770    0    1 0.000000541039817
   1   87    6  4.00 0.663 0.786    0    1 0.000000682544472
   1   87    7  5.00 0.746 0.762    0    1 0.000000494840492
   1   87    8  5.00 0.697 0.742    0    1 0.000000319233014
   1   87    9  6.00 0.774 0.754    0    1 0.000000436808599
   1   87   10  7.00 0.837 0.736    0    1 0.000000270740880
   1   87   11  7.00 0.802 0.724    0    1 0.000000156640043
   1   87   12  7.00 0.762 0.732    0    1 0.000000227363153
   1   87   13  7.00 0.715 0.740    0    1 0.000000317798955
   1   87   14  7.00 0.662 0.750    0    0 0.000000443072646
   1   88    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   88    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   88    3  3.00 0.690 0.778    0    1 0.000000578154265
   1   88    4  4.00 0.768 0.754    0    1 0.000000407145147
   1   88    5  5.00 0.832 0.738    0    1 0.000000253579176
   1   88    6  6.00 0.881 0.724    0    1 0.000000144358933
   1   88    7  6.00 0.854 0.714    0    1 0.000000079353441
   1   88    8  6.00 0.823 0.720    0    1 0.000000118737028
   1   88    9  6.00 0.787 0.726    0    1 0.000000174140587
   1   88   10  7.00 0.846 0.734    0    1 0.000000247257801
   1   88   11  8.00 0.891 0.722    0    1 0.000000136050813
   1   88   12  8.00 0.867 0.713    0    1 0.000000076273356
   1   88   13  9.00 0.907 0.718    0    1 0.000000108653454
   1   88   14  9.00 0.886 0.710    0    1 0.000000055738585
   1   88   15  9.00 0.861 0.714    0    1 0.000000078679344
   1   88   16  9.00 0.831 0.719    0    1 0.000000124216052
   1   88   17 10.00 0.880 0.724    0    1 0.000000185893457
   1   88   18 11.00 0.916 0.716    0    1 0.000000102986965
   1   88   19 11.00 0.897 0.708    0    1 0.000000051973912
   1   88   20 11.00 0.874 0.712    0    1 0.000000074414227
   1   88   21 11.00 0.847 0.716    0    1 0.000000119036206
   1   88   22 11.00 0.814 0.722    0    1 0.000000168720486
   1   88   23 11.00 0.776 0.730    0    1 0.000000259313155
   1   88   24 12.00 0.838 0.738    0    1 0.000000363903828
   1   88   25 12.00 0.804 0.724    0    1 0.000000207050323
   1   88   26 12.00 0.763 0.732    0    1 0.000000297377624
   1   88   27 12.00 0.717 0.741    0    1 0.000000426111324
   1   88   28 12.00 0.664 0.752    0    1 0.000000596100642
   1   88   29 13.00 0.747 0.766    0    1 0.000000806958090
   1   88   30 13.00 0.698 0.744    0    1 0.000000516830082
   1   88   31 14.00 0.775 0.756    0    1 0.000000711358772
   1   88   32 15.00 0.837 0.738    0    1 0.000000440335515
   1   88   33 15.00 0.803 0.725    0    1 0.000000254375198
   1   88   34 15.00 0.762 0.732    0    1 0.000000364609660
   1   88   35 15.00 0.716 0.742    0    1 0.000000519932608
   1   88   36 15.00 0.662 0.754    0    1 0.000000732622145
   1   88   37 15.00 0.603 0.768    0    1 0.000000989282311
   1   88   38 16.00 0.694 0.784    0    1 0.000001267309205
   1   88   39 16.00 0.638 0.758    0    1 0.000000885772130
   1   88   40 16.00 0.576 0.774    0    1 0.000001175838353
   1   88   41 16.00 0.509 0.792    0    1 0.000001490384720
   1   88   42 17.00 0.607 0.814    0    1 0.000001780641442
   1   88   43 18.00 0.697 0.784    0    1 0.000001435720784
   1   88   44 18.00 0.641 0.759    0    1 0.000000996963128
   1   88   45 18.00 0.579 0.775    0    1 0.000001328474245
   1   88   46 18.00 0.512 0.794    0    1 0.000001705278954
   1   88   47 18.00 0.442 0.816    0    1 0.000002030695986
   1   88   48 18.00 0.370 0.838    0    1 0.000002229119782
   1   88   49 18.00 0.300 0.866    0    1 0.000002222049718
   1   88   50 18.00 0.235 0.892    0    1 0.000001907347189
   1   88   51 19.00 0.313 0.918    0    1 0.000001396669076
   1   88   52 19.00 0.247 0.891    0    1 0.000002119096458
   1   88   53 20.00 0.327 0.916    0    1 0.000001580563032
   1   88   54 21.00 0.420 0.887    0    1 0.000002366729984
   1   88   55 22.00 0.519 0.854    0    1 0.000002875090050
   1   88   56 22.00 0.448 0.818    0    1 0.000002734207180
   1   88   57 22.00 0.375 0.844    0    1 0.000003048899790
   1   88   58 23.00 0.472 0.873    0    1 0.000003087492405
   1   88   59 23.00 0.399 0.838    0    1 0.000003169241299
   1   88   60 23.00 0.326 0.866    0    1 0.000003213635323
   1   88   61 24.00 0.418 0.896    0    1 0.000002776650110
   1   88   62 24.00 0.345 0.860    0    1 0.000003649044023
   1   88   63 24.00 0.274 0.892    0    1 0.000003320229238
   1   88   64 25.00 0.360 0.922    0    1 0.000002411402755
   1   88   65 26.00 0.455 0.892    0    1 0.000003931294142
   1   88   66 27.00 0.554 0.854    0    1 0.000004706854539
   1   88   67 27.00 0.484 0.814    0    0 0.000003767660817
   1   89    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   89    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   89    3  2.00 0.534 0.778    0    1 0.000000578154265
   1   89    4  3.00 0.631 0.796    0    1 0.000000707350527
   1   89    5  3.00 0.569 0.770    0    1 0.000000541039817
   1   89    6  3.00 0.503 0.786    0    1 0.000000682544472
   1   89    7  3.00 0.434 0.805    0    1 0.000000807484320
   1   89    8  4.00 0.533 0.826    0    1 0.000000891799016
   1   89    9  5.00 0.630 0.797    0    1 0.000000794725716
   1   89   10  5.00 0.568 0.770    0    1 0.000000613218300
   1   89   11  5.00 0.501 0.788    0    1 0.000000768880654
   1   89   12  6.00 0.600 0.806    0    1 0.000000904743660
   1   89   13  7.00 0.691 0.780    0    1 0.000000731262682
   1   89   14  8.00 0.769 0.756    0    1 0.000000513344849
   1   89   15  8.00 0.724 0.738    0    0 0.000000319247717
   1   90    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   90    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   90    3  3.00 0.690 0.778    0    1 0.000000578154265
   1   90    4  3.00 0.634 0.754    0    1 0.000000407145147
   1   90    5  3.00 0.573 0.768    0    1 0.000000532682173
   1   90    6  3.00 0.506 0.785    0    0 0.000000675276437
   1   91    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   91    2  2.00 0.598 0.804    0    1 0.000000725800000
   1   91    3  2.00 0.534 0.778    0    1 0.000000578154265
   1   91    4  3.00 0.631 0.796    0    1 0.000000707350527
   1   91    5  3.00 0.569 0.770    0    1 0.000000541039817
   1   91    6  4.00 0.663 0.786    0    1 0.000000682544472
   1   91    7  5.00 0.746 0.762    0    1 0.000000494840492
   1   91    8  6.00 0.814 0.742    0    1 0.000000319233014
   1   91    9  7.00 0.867 0.728    0    1 0.000000188655955
   1   91   10  8.00 0.907 0.718    0    1 0.000000102828831
   1   91   11  9.00 0.936 0.710    0    1 0.000000052701207
   1   91   12  9.00 0.921 0.704    0    1 0.000000024320516
   1   91   13  9.00 0.903 0.707    0    1 0.000000039497598
   1   91   14  9.00 0.881 0.710    0    1 0.000000063605180
   1   91   15 10.00 0.917 0.715    0    1 0.000000095379190
   1   91   16 11.00 0.943 0.708    0    1 0.000000048510957
   1   91   17 11.00 0.930 0.703    0    1 0.000000025301383
   1   91   18 11.00 0.913 0.706    0    1 0.000000035892035
   1   91   19 11.00 0.894 0.708    0    1 0.000000054208186
   1   91   20 12.00 0.926 0.712    0    0 0.000000081668317
   1   92    1  1.00 0.500 0.000    0    1 0.000000000000000
   1   92    2  1.00 0.431 0.804    0    1 0.000000725800000
   1   92    3  2.00 0.530 0.826    0    1 0.000000802531585
   1   92    4  3.00 0.627 0.796    0    1 0.000000712702124
   1   92    5  3.00 0.565 0.771    0    1 0.000000552230616
   1   92    6  4.00 0.660 0.788    0    1 0.000000692161857
   1   92    7  5.00 0.743 0.762    0    1 0.000000505343551
   1   92    8  6.00 0.812 0.744    0    1 0.000000329345780
   1   92    9  7.00 0.865 0.728    0    1 0.000000196343425
   1   92   10  7.00 0.836 0.718    0    1 0.000000110331006
   1   92   11  8.00 0.884 0.724    0    1 0.000000157490095
   1   92   12  8.00 0.858 0.714    0    1 0.000000082654561
   1   92   13  9.00 0.900 0.720    0    1 0.000000118783383
   1   92   14 10.00 0.931 0.712    0    1 0.000000066446341
   1   92   15 10.00 0.915 0.705    0    1 0.000000033589526
   1   92   16 10.00 0.896 0.708    0    1 0.000000049825986
   1   92   17 10.00 0.873 0.712    0    1 0.000000071070389
   1   92   18 10.00 0.845 0.716    0    1 0.000000112645525
   1   92   19 11.00 0.891 0.722    0    1 0.000000164253520
   1   92   20 12.00 0.924 0.713    0    1 0.000000092717367
   1   92   21 13.00 0.948 0.706    0    1 0.000000042911383
   1   92   22 14.00 0.964 0.702    0    1 0.000000019768096
   1   92   23 14.00 0.956 0.700    0    1 0.000000011292933
   1   92   24 14.00 0.946 0.700    0    1 0.000000018026991
   1   92   25 15.00 0.963 0.702    0    1 0.000000022744281
   1   92   26 16.00 0.975 0.700    0    1 0.000000010440158
   1   92   27 16.00 0.969 0.697    0    1 0.000000007217522
   1   92   28 17.00 0.979 0.698    0    1 0.000000007754987
   1   92   29 17.00 0.974 0.696    0    1 0.000000004419383
   1   92   30 18.00 0.982 0.698    0    1 0.000000005655058
   1   92   31 19.00 0.988 0.696    0    1 0.000000000000000
   1   92   32 19.00 0.985 0.696    0    1 0.000000005270921
   1   92   33 20.00 0.990 0.696    0    1 0.000000001276131
   1   92   34 20.00 0.988 0.694    0    1 0.000000001163017
   1   92   35 21.00 0.992 0.696    0    1 0.000000005117976
   1   92   36 22.00 0.994 0.694    0    1 0.000000000162865
   1   92   37 22.00 0.993 0.694    0    1 0.000000000000000
   1   92   38 23.00 0.995 0.694    0    1 0.000000000000000
   1   92   39 23.00 0.994 0.694    0    1 0.000000000000000
   1   92   40 24.00 0.996 0.694    0    1 0.000000000000000
   1   92   41 24.00 0.995 0.694    0    1 0.000000000000000
   1   92   42 25.00 0.997 0.694    0    1 0.000000000000000
   1   92   43 25.00 0.996 0.694    0    1 0.000000000000000
   1   92   44 25.00 0.995 0.694    0    1 0.000000000000000
   1   92   45 25.00 0.994 0.694    0    1 0.000000000000000
   1   92   46 25.00 0.992 0.694    0    1 0.000000000000000
   1   92   47 25.00 0.990 0.694    0    1 0.000000000000000
   1   92   48 25.00 0.988 0.694    0    1 0.000000000078369
   1   92   49 25.00 0.985 0.694    0    1 0.000000004033937
   1   92   50 26.00 0.990 0.696    0    1 0.000000002464255
   1   92   51 26.00 0.988 0.694    0    1 0.000000000095726
   1   92   52 27.00 0.992 0.694    0    1 0.000000004193922
   1   92   53 28.00 0.994 0.694    0    1 0.000000000000000
   1   92   54 28.00 0.993 0.694    0    1 0.000000000000000
   1   92   55 28.00 0.991 0.694    0    1 0.000000000000000
   1   92   56 28.00 0.989 0.694    0    1 0.000000000000000
   1   92   57 28.00 0.987 0.694    0    1 0.000000001324499
   1   92   58 28.00 0.984 0.695    0    1 0.000000004281282
   1   92   59 29.00 0.989 0.696    0    1 0.000000001529050
   1   92   60 30.00 0.993 0.694    0    1 0.000000002028716
   1   92   61 30.00 0.991 0.694    0    1 0.000000000000000
   1   92   62 31.00 0.994 0.694    0    1 -0.000000000121581
   1   92   63 31.00 0.992 0.694    0    1 0.000000000000000
   1   92   64 31.00 0.990 0.694    0    1 0.000000000000000
   1   92   65 32.00 0.994 0.694    0    1 -0.000000000155006
   1   92   66 33.00 0.996 0.694    0    1 0.000000000000000
   1   92   67 33.00 0.995 0.694    0    1 0.000000000000000
   1   92   68 33.00 0.993 0.694    0    1 0.000000000000000
   1   92   69 33.00 0.992 0.694    0    1 0.000000000000000
   1   92   70 33.00 0.990 0.694    0    1 -0.000000000052143
   1   92   71 34.00 0.993 0.694    0    1 0.000000000071691
   1   92   72 34.00 0.991 0.694    0    1 0.000000000000000
   1   92   73 35.00 0.994 0.694    0    1 -0.000000000140154
   1   92   74 36.00 0.996 0.694    0    1 0.000000000000000
   1   92   75 36.00 0.995 0.694    0    1 0.000000000000000
   1   92   76 37.00 0.997 0.694    0    1 0.000000000000000
   1   92   77 38.00 0.998 0.694    0    1 0.000000000000000
   1   92   78 39.00 0.999 0.694    0    1 0.000000000000000
   1   92   79 39.00 0.998 0.694    0    1   nan
   1   92   80 39.00 0.998 0.694    0    1   nan
   1   92   81 39.00 0.997 0.694    0    1 0.000000000000000
